name	vaccine_id	vaccine_proper_name	trade_name
Brucella gene	VO_0000790		
human gene	VO_0000791		
mouse gene	VO_0000792		
Brucella abortus gene	VO_0000793		
wboA from B. abortus strain 2308	VO_0000794		
mouse Ifng	VO_0000795		
human ifng	VO_0000796		
cattle gene	VO_0000797		
cattle Ifng	VO_0000798		
vaccine storage	VO_0000800		
vaccine storage at room temperature	VO_0000801		
vaccine storage in refrigerator	VO_0000802		
vaccine storage in freezer	VO_0000803		
effectiveness	VO_0000804		
effective	VO_0000805		
ineffective	VO_0000806		
toxoid vaccine role	VO_0000807		
rapid vaccination	VO_0000808		
vaccination coverage	VO_0000809		
pSCAR DNA vaccine plasmid	VO_0000810		
epitope	VO_0000811		
USA licensed vaccine role	VO_0000812		
USA licensed cattle vaccine	VO_0000813		
vaccination dose	VO_0000814		
monthly	VO_0000815		
biweekly	VO_0000816		
DNA vaccine expressing multiple HIV epitopes	VO_0000817		
recombinant HIV gp120 with adjuvant NanoEmulsion	VO_0000819		
Aeromonas salmonicida vaccine	VO_0000820		
Gag-VRPs	VO_0000822		
Vibrio anguillarum vaccine	VO_0000823		
MVA expressing HIV Gag, Pol and Env proteins	VO_0000824		
DNA and poxvirus priming-boosting SIV vaccine	VO_0000825		
Brucella abortus S19 with P39 deletion	VO_0000826		
AdsecV	VO_0000827		
Yersinia EV76	VO_0000828		
Y. pestis F1 protein vaccine	VO_0000829		
rF1 + rV vaccine	VO_0000830		
Recombinant Y. pestis V antigen vaccine	VO_0000831		
modified Y. pestis with TLR4-stimulating LPS	VO_0000832		
Yersinia PAV	VO_0000833		
recombinant Y. pestis YopD protein vaccine	VO_0000834		
Epm vaccine	VO_0000835		
Y. pestis YscF subunit vaccine	VO_0000836		
microencapsulated Caf1 and LcrV vaccine	VO_0000837		
Ovilis Enzovax	VO_0000838		
Trovac AI H5	VO_0000839		
recombinant Yersinia rV10 vaccine	VO_0000840		
AquaVac ERM	VO_0000842		
Feline leukemia virus vaccine	VO_0000843		
Art Vax	VO_0000844		
VSV vector expressing Y. pestis lcrV	VO_0000845		
Plague vaccine USP	VO_0000847		
Improvac	VO_0000849		
vaccine additive	VO_0000850		
vaccine preservative	VO_0000851		
Periovac	VO_0000852		
vaccine stabilizer	VO_0000853		
vaccine residual	VO_0000854		
inactivation residual in vaccine	VO_0000855		
cell culture residual in vaccine	VO_0000856		
vaccine-induced immune correlate of protection	VO_0000857		
serologic correlate of protection	VO_0000858		
cell mediated immune correlate of protection	VO_0000859		
vaccine effectiveness	VO_0000860		
Canada	VO_0000862		
Pirodog	VO_0000863		
Canada licensed vaccine role	VO_0000864		
Porphyromonas gulae vaccine	VO_0000865		
Fluviral S/F	VO_0000866		
Influvac	VO_0000867		
Vaxigrip	VO_0000868		
Babesia bigemina vaccine by local veterinary institutes	VO_0000870		
Purevax Feline Rabies	VO_0000871		
Babesia bovis vaccine by local veterinary institutes	VO_0000872		
PGA/ME	VO_0000873		
Anthrax Spore Vaccine	VO_0000874		
pSecTag-PA83	VO_0000875		
pCMV/ER-PA83	VO_0000876		
RECOMBITEKEquine WNV	VO_0000878		
Porphyromonas denticanis	VO_0000879		
pCLF4	VO_0000880		
Equity	VO_0000881		
single-dose Vaxigrip	VO_0000882		
multi-dose Vaxigrip	VO_0000883		
aluminum vaccine adjuvant	VO_0000884		
vaccine preservative role	VO_0000885		
oral route	VO_0000886		
intradermal route	VO_0000887		
phenol vaccine preservative	VO_0000888		
PleuroStar APP	VO_0000889		
phenoxy ethanol vaccine preservative	VO_0000891		
age at vaccination	VO_0000897		
Theileria annulata vaccine by local veterinary institutes	VO_0000898		
dose - obsolete	VO_0000899		
challenge dose	VO_0000900		
Recombitek (United States)	VO_0000902		
secondary vaccination	VO_0000903		
Eimeria vaccine	VO_0000906		
surface antigens from the zona pellucida	VO_0000907		
Theileria annulata vaccine	VO_0000909		
vaccine allergen	VO_0000910		
passive immunization using natural maternal antibody	VO_0000911		
chicken egg protein allergen	VO_0000912		
latex vaccine allergen	VO_0000913		
gelatin vaccine allergen	VO_0000915		
protamine sulfate vaccine allergen	VO_0000916		
polymyxin B vaccine allergen	VO_0000917		
EURIFEL FeLV	VO_0000918		
vaccine antigen	VO_0000919		
bovine albumin cell culture residual in vaccine	VO_0000920		
bovine serum cell culture residual in vaccine	VO_0000921		
monosodium glutamate stabliizer	VO_0000922		
RECOMBITEK Corona MLV	VO_0000923		
glutaraldehyde vaccine additive	VO_0000924		
Babesia bovis vaccine	VO_0000925		
human albumin cell culture residual in vaccine	VO_0000926		
human serum cell culture residual in vaccine	VO_0000927		
Raboral	VO_0000928		
polysorbate 20 vaccine stabilizer	VO_0000929		
polysorbate 80 vaccine emulsifier	VO_0000930		
vaccine residual protein from cell culture	VO_0000931		
canine coronavirus vaccine	VO_0000932		
E. coli CS3 in PLGA microspheres	VO_0000933		
sorbitol vaccine stabilizer	VO_0000934		
Sarcocystis neurona vaccine	VO_0000935		
Suvaxyn Aujeszky	VO_0000936		
sucrose albumin cell culture residual in vaccine	VO_0000937		
xanthan gum vaccine ajuvant	VO_0000938		
yeast extract cell culture residual in vaccine	VO_0000939		
yeast protein cell culture residual in vaccine	VO_0000940		
Apex-IHN	VO_0000941		
Diphtheria-Tetanus-Pertussis-Haemophilus b vaccine	VO_0000942		
V. cholerae and E. coli vaccine	VO_0000944		
Measles-Rubella vaccine	VO_0000945		
Diphtheria-Tetanus-Pertussis-Poliovirus-Haemophilus b-Hepatitis B vaccine	VO_0000946		
PreveNile	VO_0000947		
Streptococcus equi vaccine	VO_0000948		
Mycoplasma gallisepticum vaccine	VO_0000949		
Salmonella typhi-Hepatitis A vaccine	VO_0000950		
Bayovac CSF E2	VO_0000951		
Dhori virus vaccine	VO_0000952		
pharyngeal mucosal route	VO_0000953		
Intervet Avian Influenza virus vaccine	VO_0000954		
host survival to pathogen challenge after vaccination	VO_0000955		
Brucella abortus conjugate vaccine	VO_0000956		
Brucella abortus recombinant vector vaccine	VO_0000957		
Herpes simplex virus type 1 vaccine	VO_0000958		
killed infectious bursal disease Virus vaccine	VO_0000960		
live attenuated infectious bursal disease virus vaccine	VO_0000961		
recombinant E. coli mutant vaccine	VO_0000962		
E. coli toxoid vaccine	VO_0000963		
potato expressed E. coli LB-T vaccine	VO_0000965		
recombinant vaccine vector E. coli vaccine	VO_0000966		
rBCG -Stx2B	VO_0000967		
pBLUESCRIPT DNA vaccine plasmid	VO_0000968		
nkCMVint DNA vaccine plasmid	VO_0000969		
E. coli Tir protein Vaccine	VO_0000970		
LHRH	VO_0000972		
E. coli Shiga toxin 2B vaccine	VO_0000973		
inactivated E. coli vaccine	VO_0000974		
uropathogenic E. coli vaccine	VO_0000975		
extraintestinal pathogenic E. coli vaccine	VO_0000976		
enterohemorrhagic E. coli vaccine	VO_0000977		
Flublok	VO_0000978	Influenza Vaccine	Flublok
Bovilis IBR Marker	VO_0000979		
Flucelvax	VO_0000980	Influenza Vaccine	FLUCELVAX
Porcilis Pesti	VO_0000981		
FluMist Quadrivalent	VO_0000982		
Fluarix Quadrivalent	VO_0000983		
Tetanus Toxoid (for Boost use Only) by Sanofi Pasteur Inc	VO_0000984		
fowl pox vaccine	VO_0000985		
avian influenza vaccine	VO_0000986		
bovine rhinotracheitis vaccine	VO_0000987		
Theileria parva vaccine by local veterinary institutes	VO_0000988		
bovine parainfluenza 3 vaccine	VO_0000990		
pDONR221 DNA vaccine plasmid	VO_0000991		
pCN3 DNA vaccine plasmid	VO_0000992		
V1R DNA vaccine plasmid	VO_0000993		
Toxoplasma gondii vaccine	VO_0000994		
pVAC1 3.0 DNA vaccine plasmid	VO_0000995		
SpayVac	VO_0000996		
pSin-CMV-Vac DNA vaccine plasmid	VO_0000997		
pGACAG DNA vaccine plasmid	VO_0000998		
pVCL1012 DNA vaccine plasmid	VO_0000999		
pSCA1 DNA vaccine plasmid	VO_0001000		
phCMV1 DNA vaccine plasmid	VO_0001002		
pCJ-3 DNA vaccine plasmid	VO_0001003		
pcDNA3.1/V5-His DNA vaccine plasmid	VO_0001004		
pSecTag2 C DNA vaccine plasmid	VO_0001005		
pBC12/CMV/IL-2 DNA vaccine plasmid	VO_0001007		
Giardiavax	VO_0001008		
plant-based Newcastle disease virus vaccine	VO_0001009		
classical swine fever virus vaccine	VO_0001012		
bacterial vaccine organism live attenuated	VO_0001014		
viral vaccine organism live attenuated	VO_0001015		
Vectormune FP-ND	VO_0001016		
live attenuated Marek's disease virus vaccine	VO_0001017		
live attenuated Newcastle disease virus vaccine	VO_0001018		
live attenuated avian reovirus vaccine	VO_0001019		
live attenuated feline panleukopenia virus vaccine	VO_0001021		
Megan Vac1	VO_0001022		
BCG vaccine vector	VO_0001023		
inactivated avian influenza vaccine	VO_0001024		
vesicular stomatitis virus vaccine vector	VO_0001025		
AquaVac Furuvac	VO_0001026		
Leishmania tarentolae vaccine vector	VO_0001028		
autologous dendritic cell melanoma vaccine	VO_0001029		
Salmonella typhimurium SL3261 vaccine vector	VO_0001031		
Edwardsiella tarda EIB202 vaccine vector	VO_0001032		
Babesia bigemina vaccine	VO_0001033		
parasite vaccine vector	VO_0001034		
Yersinia ruckeri vaccine	VO_0001035		
Streptococcus gordonii vaccine vector	VO_0001036		
Bordetella pertussis BPZE vaccine vector	VO_0001037		
Actinobacillus pleuropneumoniae HS93Tox vaccine vector	VO_0001038		
fowlpox virus vaccine vector	VO_0001040		
L. monocytogenes LM1-2 vaccine vector	VO_0001041		
BoHV-4 vaccine vector	VO_0001042		
canarypox vaccine vector	VO_0001043		
Vibrio cholerae vaccine vector	VO_0001044		
APMV-3 vaccine vector	VO_0001045		
Herpes simplex virus vaccine vector	VO_0001046		
simian adenovirus ChAd63 vaccine vector	VO_0001047		
raccoon poxvirus vaccine vector	VO_0001048		
Vaxsafe MS	VO_0001049		
pseudorabies virus strain Bartha vaccine vector	VO_0001050		
porcine adenovirus 3 vaccine vector	VO_0001051		
poliovirus vaccine vector	VO_0001052		
Nobivac Piro	VO_0001053		
Equilis StrepE	VO_0001054		
chimpanzee adenovirus vaccine vector	VO_0001055		
measles virus vaccine vector	VO_0001056		
Coxsackievirus vaccine vector	VO_0001057		
Oka varicella vaccine vector	VO_0001059		
Newcastle disease virus vaccine vector	VO_0001060		
Theileria parva vaccine	VO_0001061		
myxoma virus vaccine vector	VO_0001062		
Maraba virus vaccine vector	VO_0001063		
Mycobacterium smegmatis vaccine vector	VO_0001064		
Neospora caninum vaccine	VO_0001065		
Lactobacillus gasseri vaccine vector	VO_0001066		
herpesvirus of turkey vaccine vector	VO_0001067		
Herpes simplex virus vaccine 1 vector	VO_0001068		
E. coli vaccine vector	VO_0001070		
AquaVac Vibrio	VO_0001071		
duck enteritis virus vector	VO_0001072		
CMV vaccine vector	VO_0001073		
Babesia canis vaccine	VO_0001074		
Salmonella typhi vaccine vector	VO_0001075		
recombinant homologous vector vaccine	VO_0001076		
Mycoplasma synoviae vaccine	VO_0001077		
recombinant heterologous vector vaccine	VO_0001078		
Androstenedione	VO_0001080		
adenovirus serotype 5 vaccine vector	VO_0001081		
autographa californica multicapsid Nucleopolyhedrovirus vaccine vector	VO_0001082		
Giardia duodenalis vaccine	VO_0001083		
baculovirus vaccine vector	VO_0001084		
Chlamydophila abortus vaccine	VO_0001085		
complex adenovirus vaccine vector	VO_0001086		
human adenovirus vaccine vector	VO_0001087		
murine leukemia viral vector vaccine	VO_0001088		
CDC recommendation of the use of  Influenza A (h1N1) 2009 vaccine	VO_0001089		
vaccinee priority group	VO_0001090		
Poulvac FluFend I AI H5N3 RG	VO_0001091		
USDA	VO_0001092		
NYVAC vaccine vector	VO_0001093		
pregnant women	VO_0001094		
passive immunization by injecting pre-made immune element	VO_0001095		
Ovastim	VO_0001096		
RECOMBITEK rDistemper	VO_0001097		
persons  living with or providing care for infants aged <6 months	VO_0001098		
health-care and emergency medical services personnel	VO_0001099		
persons aged 6 months--24 years	VO_0001100		
persons aged 25--64 years with  medical conditions at higher risk for influenza-related complications	VO_0001101		
retroviral vaccine vector	VO_0001102		
inactivation	VO_0001103		
Rous sarcoma virus vaccine vector	VO_0001104		
Lawsonia intracellularis vaccine	VO_0001105		
swinepox virus vaccine vector	VO_0001106		
Modified Vaccinia Ankara (MVA) virus vaccine vector	VO_0001107		
ORF virus vaccine vector	VO_0001108		
MVTT vaccine vector	VO_0001109		
Fecundin	VO_0001110		
lumpy skin disease virus vaccine vector	VO_0001111		
bovine parainfluenza virus vaccine vector	VO_0001112		
CoxAbic	VO_0001113		
Bordetella avium vaccine	VO_0001114		
capripoxvirus vaccine vector	VO_0001115		
survival of live vaccine inside host	VO_0001116		
persistence of vaccine induced immune response	VO_0001117		
Corynebacterium pseudotuberculosis vaccine vector	VO_0001118		
Bovilis Neoguard	VO_0001120		
rhabdovirus-based vaccine vector	VO_0001121		
Saccharomyces cerevisiae vaccine vector	VO_0001122		
RECOMBITEK Canine Parvo	VO_0001123		
VEE vaccine vector	VO_0001124		
Eimeria maxima vaccine	VO_0001125		
Agriflu	VO_0001126	Influenza Virus Vaccine	Agriflu
live attenuated Brucella vaccine	VO_0001127		
ALVAC vaccine vector	VO_0001128		
non-replicating adenovirus accine vector	VO_0001129		
Actinobacillus pleuropneumoniae vaccine	VO_0001130		
replicating adenovirus accine vector	VO_0001131		
assay of CFU reduction in liver	VO_0001132		
assay of CFU reduction in lung	VO_0001133		
live attenuated Brucella abortus vaccine	VO_0001134		
live attenuated Brucella melitensis vaccine	VO_0001135		
live attenuated Brucella suis vaccine	VO_0001136		
Eimeria tenella vaccine	VO_0001137		
Ovilis Toxovax	VO_0001138		
vaccine organism viability	VO_0001139		
West Nile-Innovator DNA	VO_0001140		
fungal vaccine vector	VO_0001141		
Leishmania donovani vaccine	VO_0001142		
Avipox virus vaccine vector	VO_0001143		
Brucella DNA vaccine encoding chimera BLSOmp31	VO_0001144		
vaccine organism live	VO_0001145		
Orthopoxvirus vaccine vector	VO_0001146		
IL-12 vacince adjuvant	VO_0001147		
no vaccine protection	VO_0001148		
significant vaccine protection	VO_0001149		
enhanced significant protection	VO_0001150		
Piscirickettsia salmonis vaccine	VO_0001151		
enterotoxigenic E. coli vaccine	VO_0001152		
Androvax	VO_0001153		
B. abortus HSA-L7/L12	VO_0001154		
Shiga toxin-producing E. coli vaccine	VO_0001155		
avian pathogenic E. coli vaccine	VO_0001156		
E. coli O157 vaccine	VO_0001157		
Porcilis APP	VO_0001158		
PUREVAX Ferret Distemper	VO_0001159		
vaccination dose sepcification	VO_0001160		
challenge dose specification	VO_0001161		
specification of vaccination-challenge interval	VO_0001162		
pathogen challenge protocol	VO_0001163		
reduction of colony forming unit	VO_0001164		
intraperitoneal pathogen challenge	VO_0001165		
intraperitoneal vaccination	VO_0001166		
KLH-s-FimH1-25 with CFA and then IFA	VO_0001167		
E. coli DNA vaccine	VO_0001169		
vaccine strain	VO_0001170		
pCIOmp31	VO_0001172		
pTargeTomp31	VO_0001173		
B. abortus L7/L12 fused to MBP	VO_0001175		
inactivated influenza vaccine	VO_0001176		
Livacox	VO_0001177		
live attenuated influenza vaccine	VO_0001178		
laboratory test	VO_0001180		
Vaxsafe MG	VO_0001181		
vaccine strain role	VO_0001182		
GonaCon	VO_0001183		
vaccine protection ANOVA	VO_0001184		
Inovocox	VO_0001185		
vaccine investigation data set	VO_0001186		
intramuscular vaccination	VO_0001187		
vaccine strain datum	VO_0001188		
vaccine viability datum	VO_0001189		
vaccine adjuvant usage datum	VO_0001190		
vaccine protective antigen datum	VO_0001191		
mutated gene in vaccine strain datum	VO_0001192		
vaccination mouse strain datum	VO_0001193		
biological sex datum	VO_0001194		
vaccination route datum	VO_0001195		
vaccination dose (unit: CFU)	VO_0001196		
animal age at vaccination in days	VO_0001197		
pathogen strain for challenge datum	VO_0001198		
pathogen challenge datum	VO_0001199		
Leishmune	VO_0001200		
Enterisol Ileitis	VO_0001201		
challenge dose (unit: CFU)	VO_0001202		
vaccination-challenge interval in days	VO_0001203		
CFU per spleen	VO_0001204		
CFU reduction per spleen	VO_0001205		
vaccine protection efficacy datum	VO_0001206		
Chlamydia trachomatis vaccine	VO_0001207		
B. abortus BLS-L7/L12	VO_0001208		
vaccine protection efficacy measurement	VO_0001209		
lipopolysaccharide subunit vaccine	VO_0001210		
African swine fever virus vaccine	VO_0001211		
Foot-and-mouth disease virus vaccine	VO_0001213		
inactivated bacterial vaccine	VO_0001214		
Vaxstrate	VO_0001215		
Lymphocytic choriomeningitis mammarenavirus vaccine	VO_0001216		
live attenuated bacterial vaccine	VO_0001217		
veterinary vaccine	VO_0001218		
live attenuated viral vaccine	VO_0001220		
Brucella abortus subunit vaccine	VO_0001221		
Newcastle disease virus vaccine	VO_0001222		
Brucella melitensis subunit vaccine	VO_0001223		
Viral hemorrhagic septicemia virus vaccine	VO_0001224		
Brucella abortus DNA vaccine	VO_0001225		
Brucella melitensis DNA vaccine	VO_0001226		
Human betaherpesvirus 5 vaccine	VO_0001227		
Coxsackievirus vaccine	VO_0001228		
Schistosoma japonicum vaccine	VO_0001229		
Treponema pallidum vaccine	VO_0001230		
Leishmania major vaccine	VO_0001231		
protective antigen	VO_0001232		
viral vaccine preparation	VO_0001233		
protozoan vaccine preparation	VO_0001234		
fungal vaccine preparation	VO_0001235		
preparation of cancer vaccine	VO_0001236		
CpG DNA vaccine adjuvant	VO_0001237		
Ribi vaccine adjuvant	VO_0001238		
RC529 vaccine adjuvant	VO_0001239		
aluminum potassium sulfate adjuvant	VO_0001240		
Alhydrogel	VO_0001241		
cholera toxin B subunit	VO_0001242		
Prevnar 13	VO_0001244	Pneumococcal 13-valent Conjugate Vaccine (Diphtheria CRM197 Protein)	Prevnar 13
Synflorix	VO_0001245		
Menveo	VO_0001246	Meningococcal (Groups A, C, Y, and W-135) Oligosaccharide Diphtheria CRM197 Conjugate Vaccine	Menveo
AREPANRIX H1N1	VO_0001247		
Intanza	VO_0001248		
RC529-AF vaccine adjuvant	VO_0001249		
MPL vaccine adjuvant	VO_0001250		
LTK63 vaccine mutant	VO_0001251		
toxoid	VO_0001252		
capsular polysaccharide subunit vaccine	VO_0001253		
capsular polysaccharide of pathogen organism as vaccine component	VO_0001254		
polysaccharide subunit vaccine	VO_0001255		
polysaccharide of pathogen organism as vaccine component	VO_0001256		
prevention of disorder objective	VO_0001257		
amelioration of disorder objective	VO_0001258		
killed Corynebacterium parvum vaccine adjuvant	VO_0001259		
Titermax Gold	VO_0001260		
DDA vaccine adjuvant	VO_0001261		
cationic liposomal vaccine adjuvant DDA:TDB	VO_0001262		
QuilA vaccine adjuvant	VO_0001263		
AS02 vaccine adjuvant	VO_0001264		
AS04 vaccine adjuvant	VO_0001265		
VSA-3	VO_0001266		
saponin vaccine adjuvant	VO_0001267		
Montanide ISA 720	VO_0001268		
Montanide incomplete Seppic adjuvant	VO_0001269		
Montanide ISA51	VO_0001270		
Montanide vaccine adjuvant	VO_0001271		
EtxB vaccine adjuvant	VO_0001272		
Polygen vaccine adjuvant	VO_0001273		
vaccine host role	VO_0001274		
immunization target role	VO_0001275		
bacterial vaccine immunization	VO_0001276		
viral vaccine immunization	VO_0001277		
cancer vaccine immunization	VO_0001278		
parasite vaccine immunization	VO_0001279		
immunization target role of pathogen	VO_0001280		
immunization target role of bacterial pathogen	VO_0001281		
immunization target role of viral pathogen	VO_0001282		
immunization target role of parasite pathogen	VO_0001283		
immunization target role of fungal pathogen	VO_0001284		
Algal Glucan vaccine adjuvant	VO_0001285		
Algammulin vaccine adjuvant	VO_0001286		
BAY R1005	VO_0001287		
Avridine	VO_0001288		
calcium phosphate gel	VO_0001289		
Cholera toxin A1-subunit-ProteinA D-fragment fusion protein	VO_0001290		
DOC/Alum Complex	VO_0001291		
gamma Inulin vaccine adjuvant	VO_0001292		
Gerbu vaccine adjuvant	VO_0001293		
GM-CSF vaccine adjuvant	VO_0001294		
GMDP	VO_0001295		
recombinant hIFN-gamma/Interferon-g vaccine adjuvant	VO_0001296		
interleukin-1b vaccine adjuvant	VO_0001297		
interleukin-2	VO_0001298		
interleukin-7	VO_0001299		
Loxoribine	VO_0001300		
MF59	VO_0001301		
MTP-PE Liposomes	VO_0001302		
Murametide	VO_0001303		
Murapalmitine	VO_0001304		
D-Murapalmitine	VO_0001305		
NAGO	VO_0001306		
non-ionic surfactant vesicles	VO_0001307		
PMMA	VO_0001308		
protein cochleates	VO_0001309		
QS-21	VO_0001310		
Rehydragel HPA	VO_0001311		
Rehydragel LV	VO_0001312		
Sclavo peptide	VO_0001313		
Specol	VO_0001314		
SPT (Antigen Formulation)	VO_0001315		
stearyl tyrosine	VO_0001316		
Theramide	VO_0001317		
CRL1005	VO_0001318		
nanoemulsion vaccine adjuvant	VO_0001319		
AS03	VO_0001320		
LTR192G	VO_0001321		
E. coli heat-labile toxin, LT	VO_0001322		
amorphous aluminum hydroxyphosphate sulfate adjuvant (AAHSA)	VO_0001323		
Matrix-S	VO_0001324		
Brucella abortus subunit vaccine using Bfr	VO_0001325		
Brucella abortus subunit vaccine using Omp16	VO_0001326		
B. melitensis DNA vaccine encoding Bp26 and Tf	VO_0001327		
imiquimod vaccine adjuvant	VO_0001328		
resiquimod vaccine adjuvant	VO_0001329		
AF03 vaccine adjuvant	VO_0001330		
Flagellin vaccine adjuvant	VO_0001331		
poly(I:C) vaccine adjuvant	VO_0001332		
ISCOMATRIX vaccine adjuvant	VO_0001333		
Abisco-100 vaccine adjuvant	VO_0001334		
albumin-heparin microparticles vaccine adjuvant	VO_0001335		
AS-2 vaccine adjuvant	VO_0001336		
B7-2 vaccine adjuvant	VO_0001337		
Bupivacaine vaccine adjuvant	VO_0001338		
cationic liposome-DNA complex JVRS-100	VO_0001339		
DHEA vaccine adjuvant	VO_0001340		
DL-PGL (Polyester poly (DL-lactide-co-glycolide)) vaccine adjuvant	VO_0001341		
IL-15 vaccine adjuvant	VO_0001342		
immunoliposomes containing antibodies to costimulatory molecules	VO_0001343		
LTK72 vaccine adjuvant	VO_0001344		
MPL-SE vaccine adjuvant	VO_0001345		
formaldehyde vaccine preservative	VO_0001346		
non-toxic mutant E112K of Cholera Toxin mCT-E112K	VO_0001347		
cholera toxin derived vaccine adjuvant	VO_0001348		
SAF-1 vaccine adjuvant	VO_0001349		
Sendai Proteoliposomes, Sendai-containing Lipid Matrices	VO_0001350		
threonyl muramyl dipeptide (TMDP) vaccine adjuvant	VO_0001351		
ty particles vaccine adjuvant	VO_0001352		
cytokine vaccine adjuvant	VO_0001353		
combination vaccine adjuvant	VO_0001354		
emulsion vaccine adjuvant	VO_0001355		
particulate antigen delivery system	VO_0001356		
synthetic vaccine adjuvant	VO_0001357		
tensoactive compound vaccine adjuvant	VO_0001358		
carbohydrate vaccine adjuvant	VO_0001359		
IFN-gamma vaccine adjuvant	VO_0001360		
virmugen role	VO_0001361		
allergy vaccine	VO_0001362		
Clostridium perfringens vaccine	VO_0001363		
human immunization objective	VO_0001364		
Crimean-Congo Haemorrhagic Fever vaccine	VO_0001365		
Caprine herpesvirus type 1 vaccine	VO_0001366		
heat-killed vaccine	VO_0001367		
irradiation-inactivated vaccine	VO_0001368		
H2O2-killed vaccine	VO_0001369		
formalin-killed vaccine	VO_0001370		
preparation of vaccine using H2O2 inactivation	VO_0001371		
unimmunized	VO_0001372		
immunized by vaccination with a licensed vaccine	VO_0001373		
vaccinee	VO_0001374		
Streptococcus agalactiae vaccine	VO_0001375		
vaccinated	VO_0001376		
unvaccinated	VO_0001377		
vaccinated with a licensed vaccine	VO_0001378		
unvaccinated with a licensed vaccine	VO_0001379		
B16 vaccine adjuvanted by loxoribine	VO_0001380		
immunized organism	VO_0001381		
rabbit hemorrhagic disease virus vaccine	VO_0001382		
unvaccinated organism	VO_0001383		
Actinobacillus pleuropneumoniae gene	VO_0001384		
Trypanosoma cruzi vaccine	VO_0001385		
T. cruzi DNA vaccine encoding CRP-10	VO_0001386		
T. cruzi DNA vaccine encoding G2	VO_0001387		
T. cruzi DNA vaccine encoding G4	VO_0001388		
T. cruzi DNA vaccine encoding TSA-1	VO_0001389		
T. cruzi DNA vaccine pGFP-TSA1	VO_0001390		
T. cruzi PAR2 protein vaccine	VO_0001392		
T. cruzi vaccine using attenuated Salmonella expressing T. cruzi Cruzipain	VO_0001393		
T. cruzi vaccine using Sendai virus vector expressing amastigote surface protein-2	VO_0001394		
cocktail vaccine	VO_0001395		
cocktail vaccine containing subunit vaccine and inactivated whole organism vaccine	VO_0001396		
vaccine containing DNA vaccine for priming and subunit vaccine for boosting	VO_0001397		
vaccine containing DNA vaccine for priming and Ad vector vaccine for boosting	VO_0001398		
fusion conjugate protein vaccine	VO_0001399		
Brucella melitensis gene	VO_0001400		
Brucella suis gene	VO_0001401		
Bacillus anthracis gene	VO_0001402		
Listeria monocytogenes gene	VO_0001403		
Mycobacterium avium gene	VO_0001404		
Staphylococcus aureus gene	VO_0001405		
Aeromonas hydrophila gene	VO_0001406		
Bordetella bronchiseptica gene	VO_0001407		
Aeromonas salmonicida gene	VO_0001408		
Bordetella pertussis gene	VO_0001409		
Borrelia burgdorferi gene	VO_0001410		
Burkholderia pseudomallei gene	VO_0001411		
Edwardsiella ictaluri gene	VO_0001412		
Edwardsiella tarda gene	VO_0001413		
Francisella tularensis gene	VO_0001414		
Mannheimia haemolytica gene	VO_0001415		
Mycoplasma gallisepticum gene	VO_0001416		
Neisseria meningitidis gene	VO_0001417		
Pasteurella multocida gene	VO_0001418		
Salmonella Typhi gene	VO_0001419		
Salmonella Gallinarum gene	VO_0001420		
'Salmonella Typhimurium gene	VO_0001421		
Salmonella Enteritidis gene	VO_0001422		
Vibrio cholerae gene	VO_0001423		
Bovine herpesvirus 1 gene	VO_0001424		
Yersinia enterocolitica gene	VO_0001425		
Yersinia pestis gene	VO_0001426		
Yersinia pseudotuberculosis gene	VO_0001427		
Yersinia ruckeri gene	VO_0001428		
Bovine Respiratory Syncytial Virus gene	VO_0001429		
Classical swine fever virus gene	VO_0001430		
Equid herpesvirus gene	VO_0001431		
Feline herpesvirus 1 gene	VO_0001432		
Feline immunodeficiency virus gene	VO_0001433		
Feline infectious peritonitis virus gene	VO_0001434		
Gallid herpesvirus 1 gene	VO_0001435		
Hepatitis B virus gene	VO_0001436		
Human herpesvirus 1 gene	VO_0001437		
Human metapneumovirus gene	VO_0001438		
Human Respiratory Syncytial Virus gene	VO_0001439		
Infectious Hematopoietic Necrosis Virus gene	VO_0001440		
Porcine respiratory and reproductive syndrome virus gene	VO_0001441		
Pseudorabies virus gene	VO_0001442		
Rabies virus gene	VO_0001443		
SARS-CoV gene	VO_0001444		
Simian Immunodeficiency Virus gene	VO_0001445		
Tick-borne Encephalitis Virus gene	VO_0001446		
VEE Virus gene	VO_0001447		
West Nile virus gene	VO_0001448		
Western equine encephalomyelitis virus gene	VO_0001449		
Leishmania donovani gene	VO_0001450		
Plasmodium berghei gene	VO_0001451		
Plasmodium yoelii gene	VO_0001452		
Toxoplasma gondii gene	VO_0001453		
'Human herpesvirus 2 gene'	VO_0001454		
rinderpest virus vaccine	VO_0001455		
Erysipelothrix rhusiopathiae vaccine	VO_0001456		
Trichomonas foetus vaccine	VO_0001457		
Eimeria spp. vaccine	VO_0001459		
Orf Virus vaccine	VO_0001460		
Aves vaccine	VO_0001461		
fish vaccine	VO_0001462		
Fowlpox virus vaccine	VO_0001463		
carnivora vaccine	VO_0001464		
cat vaccine	VO_0001465		
cattle vaccine	VO_0001466		
dog vaccine	VO_0001467		
chicken vaccine	VO_0001468		
Ducks vaccine	VO_0001469		
catfish vaccine	VO_0001470		
gray wolf vaccine	VO_0001471		
horse vaccine	VO_0001472		
parrot vaccine	VO_0001473		
pig vaccine	VO_0001474		
sei whale vaccine	VO_0001475		
